Date,Close,Volume
18-06-2018,56.5209,9676910
19-06-2018,56.7284,9965474
20-06-2018,51.582,62091071
21-06-2018,50.0016,30722957
22-06-2018,50.614,24429564
25-06-2018,50.0411,15578586
26-06-2018,49.7645,12930561
27-06-2018,49.2311,14576867
28-06-2018,47.947,33210109
29-06-2018,48.2532,17413010
02-07-2018,48.4606,9870932
03-07-2018,48.1742,7517541
05-07-2018,48.0161,9630476
06-07-2018,48.3816,10711984
09-07-2018,49.2904,12811694
10-07-2018,49.804,9038021
11-07-2018,49.5274,9542401
12-07-2018,49.6361,9339200
13-07-2018,50.9894,21720110
16-07-2018,50.3177,16974920
17-07-2018,50.6535,11421330
18-07-2018,50.5251,13549524
19-07-2018,50.7128,11415630
20-07-2018,50.288,11033405
23-07-2018,50.5646,8406801
24-07-2018,50.5449,9921586
25-07-2018,50.9894,11370019
26-07-2018,50.8214,11114792
27-07-2018,51.5129,15770270
30-07-2018,51.2659,14448359
31-07-2018,51.7499,9228240
01-08-2018,51.2956,11952400
02-08-2018,51.0486,13636439
03-08-2018,51.5919,8246476
06-08-2018,51.4339,6505777
07-08-2018,51.4339,5869803
08-08-2018,51.2747,7258334
09-08-2018,51.6427,7175435
10-08-2018,51.2349,10539692
13-08-2018,51.5333,7911311
14-08-2018,52.3092,9385434
15-08-2018,52.4683,9566235
16-08-2018,52.7568,8721212
17-08-2018,53.274,8166981
20-08-2018,53.6321,9791538
21-08-2018,53.7116,7990040
22-08-2018,52.5379,10369620
23-08-2018,52.3788,8567574
24-08-2018,52.4683,9850039
27-08-2018,52.6871,6443156
28-08-2018,52.7667,7171873
29-08-2018,52.9656,6604919
30-08-2018,52.8164,5576425
31-08-2018,53.1646,10892775
04-09-2018,53.2441,8235166
05-09-2018,53.5028,7966579
06-09-2018,53.9205,7803422
07-09-2018,54.567,10231692
10-09-2018,54.6765,8621174
11-09-2018,54.8257,7873859
12-09-2018,54.6765,7297268
13-09-2018,54.5969,8566607
14-09-2018,54.4576,6827670
17-09-2018,54.2786,9277192
18-09-2018,54.7759,7569586
19-09-2018,55.134,7451644
20-09-2018,56.1287,10582603
21-09-2018,57.1432,25800450
24-09-2018,56.3873,10616004
25-09-2018,56.5962,9445481
26-09-2018,56.9642,7757332
27-09-2018,57.0338,6606185
28-09-2018,56.5365,8975955
01-10-2018,55.2832,12727584
02-10-2018,55.2931,12680838
03-10-2018,55.1738,7383546
04-10-2018,55.5915,9722043
05-10-2018,55.4622,9734042
08-10-2018,56.2381,9624260
09-10-2018,57.4018,24855677
10-10-2018,55.7109,14190452
11-10-2018,54.567,15316853
12-10-2018,56.1486,13980461
15-10-2018,56.447,10175142
16-10-2018,57.5013,11731398
17-10-2018,58.7844,14631015
18-10-2018,58.3269,12184673
19-10-2018,58.3468,10180500
22-10-2018,58.5855,8680150
23-10-2018,58.496,12834169
24-10-2018,57.75,12189685
25-10-2018,58.6452,9569597
26-10-2018,57.7599,13367726
29-10-2018,58.0583,14412820
30-10-2018,58.2771,14230072
31-10-2018,57.9588,11560416
01-11-2018,58.3169,18772357
02-11-2018,63.9765,45572997
05-11-2018,64.1357,23242808
06-11-2018,65.6575,16065429
07-11-2018,67.796,16465020
08-11-2018,68.353,14081663
09-11-2018,68.2337,8637203
12-11-2018,67.5474,12789647
13-11-2018,67.05,16636978
14-11-2018,67.04,13350450
15-11-2018,67.62,15246503
16-11-2018,68.16,9287882
19-11-2018,67.91,10855387
20-11-2018,67.18,11208855
21-11-2018,66.77,10978166
23-11-2018,65.7,7779765
26-11-2018,65.69,13066763
27-11-2018,66.08,13169085
28-11-2018,66.82,12867734
29-11-2018,66.88,9605484
30-11-2018,66.72,27309197
03-12-2018,67.5,13834742
04-12-2018,66.65,13555064
06-12-2018,66.55,17222196
07-12-2018,65.47,11057454
10-12-2018,65.49,12148308
11-12-2018,65.92,10903364
12-12-2018,66.13,11116217
13-12-2018,66.91,10016213
14-12-2018,65.34,16834020
17-12-2018,64.47,15143054
18-12-2018,64.92,10523476
19-12-2018,64.06,14390146
20-12-2018,62.15,20264918
21-12-2018,61.39,23524888
24-12-2018,60.56,6323252
26-12-2018,63.08,16646238
27-12-2018,63.2,11308081
28-12-2018,63.39,7712127
31-12-2018,64.4,7690183
