Date,Close,Volume
23-03-2018,55.3327,9476776
26-03-2018,56.7969,8444852
27-03-2018,56.4628,7562939
28-03-2018,56.8951,9301897
29-03-2018,56.8853,12015218
02-04-2018,55.2639,16778277
03-04-2018,56.9934,10908217
04-04-2018,57.809,7893065
05-04-2018,58.1136,6305050
06-04-2018,57.3275,8264473
09-04-2018,57.6812,8023776
10-04-2018,58.3789,6671853
11-04-2018,58.3887,5508027
12-04-2018,58.3986,6088247
13-04-2018,58.2119,6689776
16-04-2018,58.3986,6119171
17-04-2018,58.7916,6139581
18-04-2018,58.4673,5914193
19-04-2018,58.1922,6280126
20-04-2018,56.9934,12037567
23-04-2018,57.1506,8444396
24-04-2018,56.8067,7793565
25-04-2018,56.7084,8367357
26-04-2018,58.3494,14516626
27-04-2018,57.3471,11975153
30-04-2018,56.5708,7854596
01-05-2018,57.1211,7257462
02-05-2018,55.7159,7299089
03-05-2018,55.1558,7152390
04-05-2018,56.6789,9279180
07-05-2018,56.4529,10630594
08-05-2018,56.6691,7234031
09-05-2018,56.3431,7015334
10-05-2018,56.9457,6565825
11-05-2018,56.5703,5843427
14-05-2018,56.432,5871783
15-05-2018,55.948,7415770
16-05-2018,56.4518,4843941
17-05-2018,56.5012,6110124
18-05-2018,56.4617,7786028
21-05-2018,56.6395,5379291
22-05-2018,56.2641,5355604
23-05-2018,56.7876,5339882
24-05-2018,56.9753,5681592
25-05-2018,57.2124,6783776
29-05-2018,56.5308,6475865
30-05-2018,56.7778,5762434
31-05-2018,55.9777,9433042
01-06-2018,56.2147,4967653
04-06-2018,56.3728,7484072
05-06-2018,54.9998,18278843
06-06-2018,56.4716,13709779
07-06-2018,56.4419,7919801
08-06-2018,55.9085,8433528
11-06-2018,55.79,7181724
12-06-2018,55.79,8249711
13-06-2018,55.5233,8283213
14-06-2018,56.3234,11049707
15-06-2018,56.4123,12408270
